month,day,start_station_name,end_station_name,liczba_tras,temperatura,opady,wiatr
4,16,Hoboken Terminal - Hudson St & Hudson Pl,Hoboken Ave at Monmouth St,21,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Grove St PATH,Liberty Light Rail,18,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Liberty Light Rail,Grove St PATH,17,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Grove St PATH,Marin Light Rail,15,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Grove St PATH,Hamilton Park,14,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Madison St & 1 St,Hoboken Terminal - River St & Hudson Pl,14,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Hoboken Terminal - Hudson St & Hudson Pl,Southwest Park - Jackson St & Observer Hwy,13,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Marin Light Rail,Grove St PATH,13,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,McGinley Square,Bergen Ave & Sip Ave,13,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Grove St PATH,Lafayette Park,12,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Lafayette Park,Grove St PATH,12,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Stevens - River Ter & 6 St,Hoboken Terminal - River St & Hudson Pl,12,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Van Vorst Park,Grove St PATH,12,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Bergen Ave & Sip Ave,Lincoln Park,11,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Hoboken Terminal - River St & Hudson Pl,4 St & Grand St,11,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Journal Square,Dey St,11,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,11 St & Washington St,Hoboken Terminal - River St & Hudson Pl,10,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Bergen Ave & Sip Ave,Bergen Ave,10,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Bergen Ave & Sip Ave,McGinley Square,10,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Newport PATH,Harborside,10,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Adams St & 2 St,Hoboken Terminal - River St & Hudson Pl,9,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Exchange Pl,Morris Canal,9,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Grove St PATH,Van Vorst Park,9,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Hamilton Park,Grove St PATH,9,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Hoboken Ave at Monmouth St,Hoboken Terminal - River St & Hudson Pl,9,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Hoboken Terminal - River St & Hudson Pl,6 St & Grand St,9,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Hoboken Terminal - River St & Hudson Pl,Clinton St & Newark St,9,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Hoboken Terminal - River St & Hudson Pl,Stevens - River Ter & 6 St,9,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,JC Medical Center,Grove St PATH,9,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Lincoln Park,Bergen Ave & Sip Ave,9,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Southwest Park - Jackson St & Observer Hwy,Hoboken Terminal - River St & Hudson Pl,9,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,City Hall - Washington St & 1 St,Madison St & 1 St,8,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Essex Light Rail,Exchange Pl,8,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Fairmount Ave,Bergen Ave & Sip Ave,8,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Hoboken Terminal - River St & Hudson Pl,11 St & Washington St,8,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Hoboken Terminal - River St & Hudson Pl,Adams St & 2 St,8,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Hoboken Terminal - River St & Hudson Pl,Columbus Park - Clinton St & 9 St,8,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,South Waterfront Walkway - Sinatra Dr & 1 St,12 St & Sinatra Dr N,8,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Van Vorst Park,Van Vorst Park,8,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,12 St & Sinatra Dr N,South Waterfront Walkway - Sinatra Dr & 1 St,7,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,2 St & Park Ave,Hoboken Terminal - River St & Hudson Pl,7,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,7 St & Monroe St,9 St HBLR - Jackson St & 8 St,7,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,8 St & Washington St,Hoboken Terminal - River St & Hudson Pl,7,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Brunswick St,Grove St PATH,7,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,City Hall - Washington St & 1 St,Southwest Park - Jackson St & Observer Hwy,7,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Clinton St & 7 St,Hoboken Terminal - River St & Hudson Pl,7,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Columbus Park - Clinton St & 9 St,Hoboken Terminal - River St & Hudson Pl,7,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Glenwood Ave,Bergen Ave & Sip Ave,7,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Grove St PATH,JC Medical Center,7,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Harborside,Newport PATH,7,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Hoboken Terminal - Hudson St & Hudson Pl,Madison St & 1 St,7,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Hoboken Terminal - River St & Hudson Pl,8 St & Washington St,7,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Hoboken Terminal - River St & Hudson Pl,Church Sq Park - 5 St & Park Ave,7,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Hoboken Terminal - River St & Hudson Pl,Madison St & 1 St,7,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Madison St & 1 St,Hoboken Terminal - Hudson St & Hudson Pl,7,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Mama Johnson Field - 4 St & Jackson St,Hoboken Terminal - River St & Hudson Pl,7,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Morris Canal,Exchange Pl,7,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Newport PATH,Hamilton Park,7,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Southwest Park - Jackson St & Observer Hwy,Hoboken Terminal - Hudson St & Hudson Pl,7,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,12 St & Sinatra Dr N,Hoboken Terminal - River St & Hudson Pl,6,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,14 St Ferry - 14 St & Shipyard Ln,Hoboken Terminal - River St & Hudson Pl,6,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,4 St & Grand St,Hoboken Terminal - River St & Hudson Pl,6,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,8 St & Washington St,River St & 1 St,6,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Baldwin at Montgomery,Grove St PATH,6,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Bergen Ave,Journal Square,6,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Bergen Ave & Sip Ave,Fairmount Ave,6,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Church Sq Park - 5 St & Park Ave,Mama Johnson Field - 4 St & Jackson St,6,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Communipaw & Berry Lane,Grove St PATH,6,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Dey St,Journal Square,6,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Dixon Mills,Grove St PATH,6,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Grove St PATH,Brunswick & 6th,6,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Grove St PATH,Montgomery St,6,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Hoboken Ave at Monmouth St,Hoboken Terminal - Hudson St & Hudson Pl,6,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Hoboken Terminal - Hudson St & Hudson Pl,Marshall St & 2 St,6,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Hoboken Terminal - River St & Hudson Pl,12 St & Sinatra Dr N,6,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Hoboken Terminal - River St & Hudson Pl,2 St & Park Ave,6,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Hoboken Terminal - River St & Hudson Pl,9 St HBLR - Jackson St & 8 St,6,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Hoboken Terminal - River St & Hudson Pl,Clinton St & 7 St,6,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Hoboken Terminal - River St & Hudson Pl,Mama Johnson Field - 4 St & Jackson St,6,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Hoboken Terminal - River St & Hudson Pl,Willow Ave & 12 St,6,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Marshall St & 2 St,City Hall - Washington St & 1 St,6,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Pershing Field,Journal Square,6,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Stevens - River Ter & 6 St,4 St & Grand St,6,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Stevens - River Ter & 6 St,South Waterfront Walkway - Sinatra Dr & 1 St,6,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,11 St & Washington St,City Hall - Washington St & 1 St,5,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,7 St & Monroe St,Hoboken Terminal - River St & Hudson Pl,5,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,8 St & Washington St,City Hall - Washington St & 1 St,5,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,9 St HBLR - Jackson St & 8 St,Hoboken Terminal - River St & Hudson Pl,5,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Bergen Ave,Bergen Ave & Sip Ave,5,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Church Sq Park - 5 St & Park Ave,Hoboken Terminal - River St & Hudson Pl,5,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,City Hall,Liberty Light Rail,5,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Grove St PATH,Brunswick St,5,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Grove St PATH,Dixon Mills,5,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Grove St PATH,Grand St,5,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Hamilton Park,Jersey & 6th St,5,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Hoboken Ave at Monmouth St,City Hall - Washington St & 1 St,5,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Hoboken Terminal - River St & Hudson Pl,7 St & Monroe St,5,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Hoboken Terminal - River St & Hudson Pl,Bloomfield St & 15 St,5,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Hoboken Terminal - River St & Hudson Pl,Southwest Park - Jackson St & Observer Hwy,5,9.262500000000001,1.9041666666666668,30.995833333333334
4,16,Journal Square,Leonard Gordon Park,5,9.262500000000001,1.9041666666666668,30.995833333333334
